formulaRank	molecularFormula	adduct	precursorFormula	NPC#pathway	NPC#pathway Probability	NPC#superclass	NPC#superclass Probability	NPC#class	NPC#class Probability	ClassyFire#superclass	ClassyFire#superclass probability	ClassyFire#class	ClassyFire#class Probability	ClassyFire#subclass	ClassyFire#subclass Probability	ClassyFire#level 5	ClassyFire#level 5 Probability	ClassyFire#most specific class	ClassyFire#most specific class Probability	ClassyFire#all classifications	ionMass	retentionTimeInSeconds	retentionTimeInMinutes	formulaId	alignedFeatureId	compoundId	mappingFeatureId	overallFeatureQuality
1	C20H42O10	[M + H]+	C20H43O10+	Fatty acids	0.907	Fatty acyls	0.550	Fatty alcohols	0.407	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Ethers	0.997	Dialkyl ethers	0.997	Polyethylene glycols	0.966	Organic compounds; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Polyethylene glycols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	443.285	403	6.721	857320151337560699	857316083533115019	857316083533115018	8020	
1	C23H45N5O6	[M + H]+	C23H46N5O6+	Amino acids and Peptides	0.358	Oligopeptides	0.284	Aminoglycosides	0.077	Organic oxygen compounds	1.000	Organooxygen compounds	0.999	Ethers	0.907	Dialkyl ethers	0.917	Dialkyl ethers	0.917	Organic compounds; Organoheterocyclic compounds; Alcohols and polyols; Ethers; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	488.343	403	6.722	857320191665793679	857316083600223887	857316083596029582	8087	
1	C20H42O10	[M + H3N + H]+	C20H46NO10+	Fatty acids	0.942	Fatty acyls	0.547	Fatty alcohols	0.510	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Ethers	0.996	Dialkyl ethers	0.995	Polyethylene glycols	0.965	Organic compounds; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Polyethylene glycols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	460.312	404	6.727	857320146509916785	857316083654749843	857316083654749842	8067	
4	C21H42O5S	[M + H]+	C21H43O5S+	Terpenoids	0.147	Fatty Acids and Conjugates	0.160	Thia fatty acids	0.030	Benzenoids	0.790	Benzene and substituted derivatives	0.839					Benzene and substituted derivatives	0.839	Organic compounds; Organosulfur compounds; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Thioethers; Carboxylic acids; Benzene and substituted derivatives; Benzenoids; Sulfenyl compounds; Dialkylthioethers; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	407.280	407	6.778	857320138884672100	857316083709275799	857316083709275798	8280	
8	C16H32N3O4P	[M + H]+	C16H33N3O4P+	Alkaloids	0.674	Pseudoalkaloids (transamidation)	0.397	Purine alkaloids	0.076	Organoheterocyclic compounds	0.764	Diazines	0.547	Pyrimidines and pyrimidine derivatives	0.549	Aminopyrimidines and derivatives	0.608	Aminopyrimidines and derivatives	0.608	Organic compounds; Organoheterocyclic compounds; Pyrimidines and pyrimidine derivatives; Imidazoles; Ethers; Organonitrogen compounds; Organooxygen compounds; Organophosphorus compounds; Organic phosphonic acids and derivatives; Dialkyl ethers; Aminopyrimidines and derivatives; Diazines; N-substituted imidazoles; Amines; Primary amines; Imidolactams; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	362.222	407	6.778	857320418967712221	857316083763801755	857316083759607450	8296	
5	C18H35NO6	[M + Na]+	C18H35NNaO6+	Alkaloids	0.524	Fatty amides	0.132	N-acyl amines	0.048	Organic oxygen compounds	0.999	Organooxygen compounds	0.999	Ethers	0.954	Dialkyl ethers	0.957	Dialkyl ethers	0.957	Organic compounds; Ethers; Organonitrogen compounds; Organooxygen compounds; Dialkyl ethers; Amines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	384.235	415	6.913	857320421505266148	857316083814133407	857316083814133406	8516	
5	C17H40N4O8	[M + H]+	C17H41N4O8+	Fatty acids	0.636	Fatty amides	0.388	N-acyl amines	0.201	Organic oxygen compounds	0.999	Organooxygen compounds	0.996	Ethers	0.895	Dialkyl ethers	0.884	Dialkyl ethers	0.884	Organic compounds; Alcohols and polyols; Ethers; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Monoalkylamines; Dialkyl ethers; Amines; Primary amines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	429.294	415	6.915	857320413791941060	857316083872853667	857316083868659362	8406	
2	C8H12O	[M + H3N + H]+	C8H16NO+	Fatty acids	0.949	Fatty acyls	0.889	Fatty aldehydes	0.695	Organic oxygen compounds	0.989	Organooxygen compounds	0.982	Carbonyl compounds	0.695			Carbonyl compounds	0.695	Organic compounds; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	142.123	416	6.929	857320412365877693	857316083931573927	857316083927379622	8543	
3	C26H56NO6P	[M + Na]+	C26H56NNaO6P+	Fatty acids	0.860	Glycerophospholipids	0.133	Monoacylglycerols	0.041	Lipids and lipid-like molecules	0.133	Glycerolipids	0.637	Triradylcglycerols	0.159	Trialkylglycerols	0.531	Trialkylglycerols	0.531	Organic compounds; Glycerolipids; Ethers; Organonitrogen compounds; Organooxygen compounds; Monoalkylamines; Dialkyl ethers; Glycerol ethers; Amines; Primary amines; Hydrocarbon derivatives; Organic oxygen compounds; Organic nitrogen compounds; Trialkylglycerols; Chemical entities	532.369	416	6.940	857320441671480693	857316083986099883	857316083986099882	8570	
1	C22H46O11	[M + H]+	C22H47O11+	Fatty acids	0.928	Fatty acyls	0.573	Fatty alcohols	0.493	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Ethers	0.996	Dialkyl ethers	0.996	Polyethylene glycols	0.981	Organic compounds; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Polyethylene glycols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	487.311	416	6.942	857320424546136765	857316084040625839	857316084036431534	8573	
2	C26H46O6S	[M + H3N + H]+	C26H50NO6S+	Terpenoids	0.356	Diterpenoids	0.086	Simple aromatic polyketides	0.025	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Ethers	0.994	Dialkyl ethers	0.995	Dialkyl ethers	0.995	Organic compounds; Organosulfur compounds; Ethers; Organooxygen compounds; Dialkyl ethers; Thioethers; Dialkylthioethers; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	504.338	417	6.952	857320422977466860	857316084086763187	857316084086763186	8593	
9	C20H22N6OS	[M + Na]+	C20H22N6NaOS+	Alkaloids	0.408	Nicotinic acid alkaloids	0.021	Pyridine alkaloids	0.020	Organoheterocyclic compounds	1.000	Pyridines and derivatives	0.943	Pyridyltriazoles	0.859	Pyridyl-1,2,4-triazoles	0.878	Pyridyl-1,2,4-triazoles	0.878	Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Pyridines and derivatives; Triazoles; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; Thioethers; Secondary carboxylic acid amides; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Sulfenyl compounds; N-arylamides; Pyridyltriazoles; Pyridyl-1,2,4-triazoles; Alkylarylthioethers; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Aryl thioethers; Organic nitrogen compounds; Chemical entities	417.146	418	6.964	857320444297115122	857316084137094839	857316084132900534	8615	
9	C17H33N3O10	[M + Na]+	C17H33N3NaO10+	Carbohydrates	0.998	Aminosugars and aminoglycosides	0.977	Aminoglycosides	0.909	Organic oxygen compounds	1.000	Organooxygen compounds	0.999	Carbohydrates and carbohydrate conjugates	0.910	Aminosaccharides	0.808	4,6-disubstituted 2-deoxystreptamines	0.537	Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Aminoglycosides; Primary alcohols; Organooxygen compounds; Monoalkylamines; Cyclic alcohols and derivatives; Monosaccharides; Acetals; Secondary alcohols; Aminocyclitol glycosides; Carbonyl compounds; Oxanes; Glycosyl compounds; O-glycosyl compounds; Amines; Primary amines; Cyclitols and derivatives; Aminocyclitols and derivatives; Cyclohexanols; Cyclohexylamines; Aminosaccharides; 4,6-disubstituted 2-deoxystreptamines; 2-deoxystreptamine aminoglycosides; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	462.204	419	6.982	857320415717126612	857316084183232187	857316084183232186	8646	
1	C8H14O	[M + H]+	C8H15O+	Fatty acids	0.763	Fatty acyls	0.854	Fatty aldehydes	0.680	Organic oxygen compounds	0.994	Organooxygen compounds	0.991	Carbonyl compounds	0.725			Carbonyl compounds	0.725	Organic compounds; Organooxygen compounds; Carbonyl compounds; Organic oxides; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	127.112	420	7.000	857320413825495498	857316084233563839	857316084229369534	8601	
3	C16H37N3O7	[M + Na]+	C16H37N3NaO7+	Fatty acids	0.447	Ornithine alkaloids	0.107	Polyamines	0.106	Organic oxygen compounds	0.998	Organooxygen compounds	0.988	Ethers	0.926	Dialkyl ethers	0.944	Polyethylene glycols	0.522	Organic compounds; Alcohols and polyols; Ethers; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Monoalkylamines; Dialkyl ethers; Amines; Primary amines; Polyethylene glycols; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	406.249	423	7.045	857320423317205495	857316084279701187	857316084279701186	8748	
1	C8H19N	[M + H]+	C8H20N+	Alkaloids	0.696	Fatty acyls	0.793	Acetate-derived alkaloids	0.640	Organic nitrogen compounds	1.000	Organonitrogen compounds	0.999	Amines	0.946			Amines	0.946	Organic compounds; Organonitrogen compounds; Amines; Hydrocarbon derivatives; Organopnictogen compounds; Organic nitrogen compounds; Chemical entities	130.159	425	7.080	857320412328128955	857316084325838535	857316084325838534	8802	
1	C12H27NO2	[M + H]+	C12H28NO2+	Fatty acids	0.688	Spingolipids	0.316	Sphingoid bases	0.800	Organic nitrogen compounds	1.000	Organonitrogen compounds	1.000	Amines	1.000	Alkanolamines	0.981	1,2-aminoalcohols	0.978	Organic compounds; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; 1,2-aminoalcohols; Trialkylamines; Amines; Tertiary amines; Alkanolamines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	218.212	427	7.113	857320430862759233	857316084376170187	857316084376170186	8871	
1	C10H23NO	[M + H]+	C10H24NO+	Fatty acids	0.942	Spingolipids	0.471	Sphingoid bases	0.917	Organic nitrogen compounds	1.000	Organonitrogen compounds	1.000	Amines	0.999	Alkanolamines	0.961	1,2-aminoalcohols	0.949	Organic compounds; Alcohols and polyols; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; 1,2-aminoalcohols; Dialkylamines; Amines; Secondary amines; Alkanolamines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	174.185	427	7.117	857320434390168924	857316084430696143	857316084430696142	8880	
1	C24H50O12	[M + H]+	C24H51O12+	Fatty acids	0.901	Fatty acyls	0.653	Fatty alcohols	0.517	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Ethers	0.996	Dialkyl ethers	0.996	Polyethylene glycols	0.990	Organic compounds; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Polyethylene glycols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	531.338	428	7.129	857320448650802711	857316084485222099	857316084481027794	8901	
3	C28H60NO7P	[M + Na]+	C28H60NNaO7P+	Fatty acids	0.964	Glycerophospholipids	0.856	Glycerophosphoethanolamines	0.171	Lipids and lipid-like molecules	0.313	Glycerolipids	0.914	Glycerol ethers	0.899			Glycerol ethers	0.899	Organic compounds; Glycerolipids; Ethers; Organonitrogen compounds; Organooxygen compounds; Monoalkylamines; Dialkyl ethers; Glycerol ethers; Amines; Primary amines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	576.395	428	7.130	857320600853716112	857316084548136663	857316084548136662	8904	
1	C30H46N2O6	[M + H3N + H]+	C30H50N3O6+	Alkaloids	0.629	Pseudoalkaloids (transamidation)	0.188	Lipopeptides	0.064	Lipids and lipid-like molecules	0.647	Fatty Acyls	0.574					Fatty Acyls	0.574	Organic compounds; Lipids and lipid-like molecules; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Dialkyl ethers; Carboxylic acid esters; Carbonyl compounds; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	548.364	428	7.140	857320441595983209	857316084602662619	857316084602662618	8913	
2	C22H37NO7	[M + H]+	C22H38NO7+	Alkaloids	0.732	Pseudoalkaloids (transamidation)	0.224	Open-chain polyketides	0.068	Organic oxygen compounds	0.999	Organooxygen compounds	0.999	Ethers	0.944	Dialkyl ethers	0.933	Dialkyl ethers	0.933	Organic compounds; Alcohols and polyols; Ethers; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Amines; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	428.262	430	7.166	857320439746295136	857316084648799967	857316084648799966	8963	
1	C12H26O5	[M + H]+	C12H27O5+	Fatty acids	0.973	Fatty acyls	0.575	Fatty alcohols	0.164	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Ethers	0.997	Dialkyl ethers	0.997	Polyethylene glycols	0.792	Organic compounds; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Polyethylene glycols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	251.185	431	7.184	857320434000098639	857316084707520227	857316084703325922	9002	
1	C10H8O2	[M + H]+	C10H9O2+	Shikimates and Phenylpropanoids	0.722	Coumarins	0.160	Cinnamic acids and derivatives	0.118	Benzenoids	0.967							Benzenoids	0.967	Organic compounds; Organoheterocyclic compounds; Organooxygen compounds; Carbonyl compounds; Benzenoids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	161.060	436	7.269	857320448487224845	857316084799794923	857316084799794922	9151	
1	C22H35N5O5	[M + H]+	C22H36N5O5+	Amino acids and Peptides	0.720	Oligopeptides	0.633	Cyclic peptides	0.174	Organic oxygen compounds	0.999	Organooxygen compounds	0.995	Ethers	0.703	Dialkyl ethers	0.678	Dialkyl ethers	0.678	Organic compounds; Organoheterocyclic compounds; Ethers; Organonitrogen compounds; Organooxygen compounds; Dialkyl ethers; Amines; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	450.275	437	7.278	857320452501174126	857316084850126575	857316084845932270	9174	
1	C12H26O5	[M + H]+	C12H27O5+	Fatty acids	0.972	Fatty acyls	0.582	Fatty alcohols	0.178	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Ethers	0.996	Dialkyl ethers	0.996	Polyethylene glycols	0.754	Organic compounds; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Polyethylene glycols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	251.185	437	7.286	857320449095398945	857316084913041139	857316084908846834	9249	
1	C26H54O13	[M + H]+	C26H55O13+	Fatty acids	0.842	Fatty acyls	0.663	Fatty alcohols	0.495	Organic oxygen compounds	1.000	Organooxygen compounds	1.000	Ethers	0.996	Dialkyl ethers	0.995	Polyethylene glycols	0.994	Organic compounds; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Dialkyl ethers; Polyethylene glycols; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities	575.364	438	7.304	857320542473198724	857316084963372791	857316084963372790	9211	
2	C28H55N9O5	[M + Na]+	C28H55N9NaO5+	Carbohydrates	0.434	Nucleosides	0.152	Aminoglycosides	0.097	Organic nitrogen compounds	0.998	Organonitrogen compounds	0.996	Amines	0.815	Tertiary amines	0.349	Dialkylarylamines	0.520	Organic compounds; Organoheterocyclic compounds; Triazines; Ethers; Organonitrogen compounds; Organooxygen compounds; Dialkyl ethers; Aminotriazines; Amines; Dialkylarylamines; Organic oxides; 1,3,5-triazines; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	620.421	438	7.308	857320759993998489	857316085026287355	857316085022093050	9215	
3	C34H46N4O4	[M + H3N + H]+	C34H50N5O4+	Alkaloids	0.789	Pseudoalkaloids (transamidation)	0.696	Steroidal alkaloids	0.085	Organoheterocyclic compounds	0.968	Diazines	0.689	Pyrimidines and pyrimidine derivatives	0.703	Aminopyrimidines and derivatives	0.517	Aminopyrimidines and derivatives	0.517	Organic compounds; Organoheterocyclic compounds; Lipids and lipid-like molecules; Pyrimidines and pyrimidine derivatives; Ethers; Organic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Aminopyrimidines and derivatives; Diazines; Carbonyl compounds; Amines; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities	592.390	439	7.317	857320895369354404	857316085080813311	857316085080813310	9242	
